,,Real effective exchange rate (index; narrow definition; 27 economies) - Australia - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Austria - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Belgium - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Canada - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Chinese Taipei - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Denmark - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Euro area - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Finland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - France - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Germany - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Greece - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Hong Kong SAR - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Ireland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Italy - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Japan - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Korea - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Mexico - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Netherlands - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - New Zealand - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Norway - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Portugal - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Singapore - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Spain - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Sweden - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Switzerland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United Kingdom - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United States - BIS - Monthly
Date string,,Australia,Austria,Belgium,Canada,Chinese Taipei,Denmark,Euro area,Finland,France,Germany,Greece,Hong Kong SAR,Ireland,Italy,Japan,Korea,Mexico,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,United States
1981-07-31,1981-07-31,116.58,85.14,97.58,112.69,128.18,88.85,85.75,113.01,113.89,98.64,91.92,84.06,91.96,94.43,97.3,127.23,170.34,91.08,83.28,122.29,82.91,100.83,92.09,170.49,77.91,146.67,93.41
1981-08-31,1981-08-31,118.26,85.25,97.47,112.14,124.72,88.04,85.01,113.03,113.5,97.87,90.34,82.53,91.17,94.59,96.88,129.15,172.39,90.78,83.28,122.56,83.94,102.39,92.23,170.4,77.61,145.59,95.04
1981-09-30,1981-09-30,117.88,85.8,98.92,113.35,122.71,91.07,88.3,112.99,116.01,99.61,94.55,79.53,93.57,95.53,97.69,127.62,170.43,92.89,82.75,124.01,82.48,100.85,92.08,160.76,79.61,139.88,93.13
1981-10-31,1981-10-31,118.1,87.45,98.67,113.7,121.13,91.5,90.4,113.83,114.56,102.45,96.4,80.55,98.84,93.87,95.8,126.69,170.94,95.7,82.83,122.98,82.73,102.11,90.99,154.17,83.06,139.28,92.05
1981-11-30,1981-11-30,117.6,86.42,98.56,114.95,118.18,91.42,89.92,113.57,113.5,102.1,97.27,83.65,97.37,94.07,97.98,122.2,170.65,96.01,82.88,122.87,82.46,102.73,90.62,153.01,86.43,141.86,90.37
1981-12-31,1981-12-31,116.9,86.22,97.42,115.34,116.9,90.17,89.09,113.94,112.69,101.31,98.39,83.81,96.42,94.26,100.23,120.9,171.94,95.47,82.98,124.41,83.76,103.46,91.02,150.97,85.23,143.12,90.14
1982-01-31,1982-01-31,116.16,86.69,97.06,115.47,119.45,89.01,89.25,115.43,112.31,101.2,97.57,83.38,98.09,94.55,97.65,120.66,177.81,95.06,82.96,127.23,84.07,104.83,92.04,152.85,84.71,142.86,90.85
1982-02-28,1982-02-28,115.92,86.33,94.71,115.58,119.79,87.82,88.84,115.9,112.56,100.5,96.46,84.71,96.88,95.43,94.1,123.31,155.59,94.91,83.69,128.34,85.18,103.79,92.77,154.55,84.61,142.84,94.16
1982-03-31,1982-03-31,115.09,87.4,88.51,117.41,121.73,86.94,88.67,117.21,113.31,101.38,99.45,86.41,96.99,95.35,92.81,125.27,112.12,96.46,84.45,130.93,86.74,103.14,91.42,154.82,86.02,142.53,96.97
1982-04-30,1982-04-30,115.29,87.6,88.26,117.39,120.44,86.56,88.49,117.37,113.3,101.66,99.94,87.55,99.66,94.55,92.51,124.6,117.49,95.65,84.81,130.71,86.5,102.84,91.73,154.45,83.63,143.47,97.4
1982-05-31,1982-05-31,114.38,87.41,88.97,116.34,117.5,88.03,90.26,118.3,114.34,102.7,98.49,88.09,100.16,94.96,93.85,121.81,120.09,95.95,84.88,129.15,85.4,102.58,92.37,153.24,82.28,143.16,95.75
1982-06-30,1982-06-30,115.67,87.13,88.68,114.02,119.43,86.5,88.48,119.03,109.43,103.24,98.88,89.63,98.2,94.69,89.62,123.7,124.2,95.58,85.89,130.42,81.46,103.16,92.13,153.19,80.78,144.19,100.2
1982-07-31,1982-07-31,115.53,87.24,89.04,114.77,120.06,86.38,87.83,120.09,106.37,103.19,96.23,90.18,99.76,95.67,88.07,124.25,128.04,96.16,86.71,130.56,76.48,103.28,92.96,153.64,81.35,143.88,101.33
1982-08-31,1982-08-31,113.43,87.32,89.14,118.1,123.17,86.06,88.26,119.54,105.94,102.79,93.98,88.38,99.44,97.33,87.62,125.05,84.75,96.36,86.95,124.48,76.64,103.43,93.65,154.26,81.72,143.8,104.2
1982-09-30,1982-09-30,112.55,86.96,89.27,119.41,121.8,85.92,87.94,118.75,104.46,102.62,95.67,88.22,98.45,98.05,87.56,125.68,103.04,96.97,87.29,122,76.37,103.27,93.42,153.55,81.23,143.52,102.91
1982-10-31,1982-10-31,113.26,87.28,89.29,120.92,121.64,87.47,89.12,109.51,104.76,103.17,97.75,83.34,99.24,98.59,85.48,126.9,108.54,97.8,87.94,121.2,76.04,102.72,93.47,136.21,80.78,144.33,103.89
1982-11-30,1982-11-30,114.4,87.09,89.09,122.23,119.39,88.97,89.17,107.71,105.82,103.28,99.41,83.46,99.47,98.76,87.35,125.74,114.36,97.71,88.2,122.34,75.71,102.92,91.45,131.96,80.77,140.29,103.46
1982-12-31,1982-12-31,114.33,87.76,89.23,120.28,117.41,89.43,91.6,108.57,108.51,105.34,99.19,82.55,100.55,100.48,94.13,122.32,83.93,97.87,87.24,122.38,75.08,102.9,84.53,130.33,82.91,134.2,101.62
1983-01-31,1983-01-31,115.26,88.07,90.21,120.65,115.74,90.18,92.74,108.76,109.32,105.5,86.57,81.21,103.85,102.39,97.49,120.67,64.9,97.88,86.33,122.31,75.43,104.83,84.11,132.2,85.19,128.38,101.98
1983-02-28,1983-02-28,115.1,87.99,90.22,121.55,117.79,89.76,92.67,109.14,109.57,104.95,85.92,82.77,103.59,103.26,96.02,122.13,68.56,97.46,86.08,123.27,78.74,105.89,83.36,131.74,84.2,126.56,102.46
1983-03-31,1983-03-31,106.75,88.85,91.34,123.08,118.18,89.49,93.54,109.6,108.88,106.41,89.66,83.48,103.15,102.34,96.17,121.96,71.92,97.59,81.89,124.01,79.02,105.68,81.93,131.96,82.71,123.6,102.27
1983-04-30,1983-04-30,105.21,88.28,90.13,121.61,118.38,89.32,91.54,110.41,105.93,105.75,91.26,82.53,100.54,102.25,96.5,119.88,76.08,96.06,81,124.5,78.45,104.3,82.1,132.45,83.19,129.61,102.48
1983-05-31,1983-05-31,106.19,87.29,89.55,121.34,116.66,88.55,90.32,112.05,105.21,104.77,92.86,79.2,98.67,102.23,98.17,118.72,78.92,95.4,80.97,124.73,78.15,104.37,81.41,132.65,82.86,132.82,102.17
1983-06-30,1983-06-30,107.96,86.94,89.31,122.59,118.47,87.31,89.33,113.6,104.79,103.99,95.25,77.69,97.22,102.25,96.37,119.06,82.18,94.91,81.28,125.14,75.58,103.71,80.6,133.53,82.81,133.06,103.59
1983-07-31,1983-07-31,108.49,86.99,89.37,122.99,117.93,86.17,88.83,113.93,105.12,103.49,94.79,79.51,99.24,102.62,95.92,118.67,86.29,94.8,81.26,125.82,69.96,103.86,79.14,134.52,82.96,132.46,103.97
1983-08-31,1983-08-31,110.96,86.89,89.26,123.73,118.64,85.25,87.55,113.91,104.35,102.55,91.97,77.75,97.58,101.56,94.86,118.98,89.91,94.15,81.63,125.46,71.35,104.53,80.21,134.73,83.02,133.3,105.28
1983-09-30,1983-09-30,112.28,86.69,89.02,123.12,118.02,85.89,87.62,114.06,104.44,102.43,90.78,73.34,96.59,101.62,96.33,117.53,92.04,94.26,81.3,126.5,72.54,104.18,79.96,134.44,82.55,132.9,104.95
1983-10-31,1983-10-31,114.64,87.42,88.45,122.84,117.86,86.32,88.32,113.36,104.52,102.84,90.78,72.94,98.4,102.27,100.04,114.58,92.39,94.86,80.57,126.39,72.44,102.05,79.72,134.45,83.03,130.17,102.96
1983-11-30,1983-11-30,116.51,86.56,88.21,122.5,119.57,86.04,87.14,114.09,104.01,101.55,90.51,75.86,96.99,102.53,99.13,114.43,95.54,94.06,80.63,126.05,73.35,103.74,80.19,135,82.56,130.8,103.87
1983-12-31,1983-12-31,115.53,86.3,87.8,122.02,116.05,85.05,86.34,113.82,103.36,101,91.26,76.94,96.22,102.17,99.98,115.03,97.46,93.35,80.74,124.47,75.04,104.92,81.17,135.99,82.93,129.29,104.92
1984-01-31,1984-01-31,115.83,87.83,87.65,122.24,114.3,84.4,85.7,114.29,102.66,100.06,90.39,77.71,97.36,102.24,100.83,115.45,100.85,92.56,80.56,124.07,75.13,106.08,82.51,137.3,82.55,127.23,105.5
1984-02-29,1984-02-29,117.21,88.39,88.43,121.76,113.72,85.46,87.68,114.27,103.38,101.41,88.78,77.72,97.96,102.46,99.76,115.07,102.69,93.33,80.43,124,74.38,106.09,83.14,135.54,81.44,127.07,104.15
1984-03-31,1984-03-31,116.59,89.15,89.2,118.79,112.1,85.8,89.57,114.73,104.64,102.19,87.58,75.75,98.78,102.96,101.97,113.64,103.66,94.25,80.33,124.61,76.17,104.79,83.33,138.08,81.51,124.75,102.3
1984-04-30,1984-04-30,113.54,88.63,89.24,117.91,113.22,85.17,88.7,115.85,104.47,101.18,87.82,76.51,100.01,103.32,102.58,113.68,105.55,93.71,80.62,124.74,76.58,105.04,84.04,138.35,80.83,124.74,103.03
1984-05-31,1984-05-31,113.05,87.82,88.89,116.86,116.29,85.17,87.06,116.69,103.8,99.8,88.69,77.42,98.45,103.1,101.85,114.24,106.99,92.76,81.26,124.17,75.16,105.46,84.9,138.34,79.79,125.41,105.01
1984-06-30,1984-06-30,111.04,88.66,89.04,116.74,116.27,85.53,88.09,116.67,104.38,100.34,89.71,78.6,98.58,103.53,99.79,114.1,108.32,92.7,81.91,124.62,76.14,105.6,84.66,137.44,79.34,123.98,105.65
1984-07-31,1984-07-31,108.51,88.16,89.52,115.87,119.5,84.99,87.42,116.91,104.41,99.35,89.17,79.85,99.25,103.8,97.57,115.28,110.18,91.86,73.88,122.83,75.98,106.29,85.13,138.63,77.36,122.24,108.61
1984-08-31,1984-08-31,111.3,88.64,89.79,117.48,121.32,84.9,86.62,117.14,104.38,98.32,87.08,80.04,98.9,103.29,96.84,116.03,110.66,91.52,66.72,122,77.86,106.68,84.72,139.65,77.74,122.67,108.94
1984-09-30,1984-09-30,110.98,87.53,89.22,116.92,122.47,84.83,84.33,117.4,103.42,96.79,88.38,81.4,97.76,102.64,98.45,117.61,111.97,90.72,66.84,121.86,77.41,106.01,85.03,141.09,77.57,121.08,110.87
1984-10-31,1984-10-31,112.54,87.25,88.82,116.79,122.04,85.03,84.09,117.19,103.54,96.71,87.45,81.95,98.15,102.77,98.82,116.65,113.59,90.84,67.05,120,76.29,106.15,85.22,141.3,78.02,118.83,111.65
1984-11-30,1984-11-30,114.84,87.5,89.26,117.08,119.52,86.12,85.32,116.93,104.2,97.2,88.13,81.17,98.84,103.41,98.83,115.42,114.52,91.25,67.68,120.01,75.83,105.3,85.87,140.94,78.62,118.77,110.23
1984-12-31,1984-12-31,114.57,87.06,89.24,117.36,120.31,85.78,84.28,116.42,103.45,96.21,89.62,82.7,98.62,104.07,98.55,116.07,117.73,90.25,68.26,119.99,76.62,105.9,86.77,142.53,77.74,116.78,111.91
1985-01-31,1985-01-31,112.98,87.36,89.73,117.99,122.33,86.08,84.75,116.3,103.32,96.12,91.48,83.87,100.53,104.82,97.06,116.8,123.62,89.51,68.6,120.29,78.62,106.24,87.98,142.33,76.78,112.58,113.14
1985-02-28,1985-02-28,104.47,86.99,89.58,116.54,125.7,85.34,83.73,116.11,102.88,95.42,90.59,85.67,98.99,104.42,95.42,118.68,126.22,88.67,69.71,119.83,78.78,105.84,87.79,143.18,75.38,112.37,115.95
1985-03-31,1985-03-31,98.52,87.04,89.61,113.45,124.15,85.29,83.26,116.75,103.1,95.16,89.3,86.3,97.8,102.63,96.45,116.56,127.64,88.78,71.69,120.37,79.43,105.53,87.52,141.89,75.05,115.36,116.37
1985-04-30,1985-04-30,90.78,87.56,89.92,113.82,119.11,85.35,85.37,117.44,104.65,95.96,88.53,83.9,99.19,102.36,96.87,111.57,125.48,89.53,72.04,120.49,78.94,103.8,88.05,140.17,76.32,122.88,112.48
1985-05-31,1985-05-31,94,87.05,89.66,112.96,118.06,85.08,84.98,117.37,104.77,95.37,87.78,83.8,98.35,102.94,96.85,110.99,124.67,89.31,71.85,120.14,78.14,103.57,87.12,141.59,75.38,123.99,113.12
1985-06-30,1985-06-30,92.13,87.31,89.52,113.58,116.96,85.11,85.48,117.75,105.35,95.43,89.13,83.68,98.24,103.54,97.12,109.54,123.78,89.39,73.4,120.87,77.68,102.57,85.87,141.03,75.48,125.6,112.15
1985-07-31,1985-07-31,94.57,87.8,90.43,114.5,113.53,84.95,87.04,117.91,106.93,96.24,86.86,81.55,100.12,102.07,98.4,106.75,96.76,89.87,77.17,121.29,77.05,101.27,86.04,140.82,76.73,129.62,110.84
1985-08-31,1985-08-31,94.93,88.87,91.15,113.45,110.6,85.74,88.85,117.86,108.51,97.68,84.74,80.48,101.88,100.77,98.88,104.52,94.74,91.38,82.85,120.9,76.65,99.81,85.78,140.35,78.87,127.61,109.82
1985-09-30,1985-09-30,93.23,88.49,90.91,112.47,112.8,85.49,88.02,117.99,108.16,97.11,86.53,81.63,100.94,100.79,99.64,104.8,90.26,91.23,83.52,121.96,75.39,98.8,85.35,140.84,78.41,127.08,111.03
1985-10-31,1985-10-31,90.81,88.96,91.36,110.99,107.91,86.77,90.1,117.74,109.79,98.3,78.07,77.66,102.58,102.23,107.93,99.56,84.43,92.18,86.01,121.39,74.93,98.04,84.09,141.13,79.8,125.34,106.4
1985-11-30,1985-11-30,86.71,88.91,91.74,109.92,105.18,87.08,90.74,117.75,110.1,98.41,75.09,76.42,102.73,103.05,112.04,96.71,71.93,92.3,86.53,120.9,75.39,97.69,84.2,142.22,80.25,124.99,106.24
1985-12-31,1985-12-31,87.51,89.66,91.68,108.26,103.3,87.8,92.51,117.42,110.85,99.61,77.19,75.75,103.94,103.5,111.77,96.45,79.63,92.92,79.13,121.45,75.65,96.32,84.46,142.39,79.61,123.28,105
1986-01-31,1986-01-31,89.74,90.78,92.04,107.04,103.83,87.6,94.5,117.23,111.12,100.66,77.93,74.76,106.31,104.61,112.35,96.1,90,93.11,76.82,122.02,76.88,94.73,86.57,143.01,79.37,118.79,103.21
1986-02-28,1986-02-28,87.63,91.04,92.62,106.64,101.76,88.19,95.92,117.18,111.66,101.31,77.04,73.31,107.73,106.03,120.04,93.75,90.98,93.96,77.9,123.14,77.3,91.07,86.99,142.22,81.13,115.51,99.51
1986-03-31,1986-03-31,87.77,91.33,92.76,106.82,100.77,88.83,97.17,117.11,112.26,101.43,78.67,72.12,108.4,107.1,122.79,92.61,91.27,94.54,76.74,123.43,77.96,88.36,87.65,141.63,81.23,116.07,97.22
1986-04-30,1986-04-30,89.01,91,93.44,107.79,101.1,90.62,95.57,117.41,108.76,101.14,79.25,72.22,108.99,106.52,125.55,91.52,90.75,94.56,81.27,123.34,78.55,86.2,87.28,141.9,81.31,119.7,96.1
1986-05-31,1986-05-31,88.2,90.8,93.16,108.57,99.9,91.28,95.64,115.63,108.53,101.21,79.55,70.86,109.22,106.98,130.81,90.01,89.11,94.82,81.21,116.65,77.35,83.46,87.39,141.4,81.6,119.87,94.5
1986-06-30,1986-06-30,84.7,91.02,93.23,107.46,101.24,91.02,95.88,114.8,108.82,101.22,80.79,71.69,108.92,107.11,129.63,89.94,81.29,94.47,79.54,116.31,76.77,83.22,87.7,140.57,82.31,119.26,96.06
1986-07-31,1986-07-31,76.59,91.61,93.44,108.1,98.96,90.88,97.05,114.62,108.93,101.96,78.86,70.49,109.93,108.15,135.57,88.17,82.85,94.68,78.41,117.12,75.78,82.87,89.59,140.57,84.42,116.31,93.74
1986-08-31,1986-08-31,74.35,92.63,94.24,106.92,99.89,92.6,99.06,115.17,109.31,103.27,78.26,69.2,104.97,109.79,137.73,86.88,82.94,96.31,74.52,116.8,75.42,82.59,89.52,140.04,86.86,112.01,92.49
1986-09-30,1986-09-30,75.8,92.74,94.66,106.49,103.43,93.08,99.61,115.22,109.4,103.6,80,69.07,104.41,109.96,136.74,87.27,80.09,96.7,72.96,117.81,74.76,82.06,89.78,140.62,86.83,110.68,92.55
1986-10-31,1986-10-31,78.33,93.37,95.02,107,103.87,94.82,101.56,115.02,110.8,104.22,81.19,69.31,105.98,111.2,135.04,86.84,78.68,97.98,78.84,117.4,74.38,81.65,89.63,140.9,86.85,106.52,92.6
1986-11-30,1986-11-30,80.74,93.2,94.82,108.12,104.56,94.99,101.73,114.71,111.07,104.17,80.49,70.54,105.66,111.78,129.19,88.75,79.44,97.99,83.26,116.16,74.68,82.01,88.46,140.62,85.54,107.58,93.84
1986-12-31,1986-12-31,82.65,93.53,95.06,108.4,104.77,95.2,102.74,114.79,111.11,104.77,79.6,70.09,106.15,112.36,128.34,88.78,81.07,98.17,82.97,115.4,75.27,81.65,88.57,140.39,85.59,107.42,93.05
1987-01-31,1987-01-31,80.41,94.42,96.73,108.32,103.09,96.38,105.72,116.29,112.03,107.2,79.11,68.33,108.4,111.91,130.42,86.66,80.71,98.15,84.38,116.41,75.14,80.93,87.59,140.35,87.16,107.11,90.14
1987-02-28,1987-02-28,80.85,94.1,97.26,110.39,102.66,96.6,106.52,116.83,112.48,107.52,78.74,67.89,108.12,112.23,130.06,86.29,80.5,98.29,85.48,118.38,75.28,80.04,87.09,140.7,86.98,107.41,89.18
1987-03-31,1987-03-31,82.62,94.03,96.59,111.21,101.88,96.38,105.06,117.93,111.7,106.38,80.61,67.36,106.38,111.62,131.28,86.48,79.86,97.5,87.11,119.57,76.11,79.14,87.19,141.51,86.63,111.34,88.53
1987-04-30,1987-04-30,83.54,93.66,96.4,110.48,101.91,95.75,103.97,118.41,111.52,105.7,81.4,66.11,105.97,110.91,138.41,85.47,80.74,97.18,87.81,120.25,75.72,77.42,86.95,141.11,87.32,112.65,86.48
1987-05-31,1987-05-31,83.09,94.04,96.37,108.42,105.27,96.62,103.81,118.57,111.38,105.71,80.95,65.38,105.73,110.01,139.24,86.89,80.82,97.11,87.54,120.69,75.32,76.97,87,140.31,87.1,114.39,85.69
1987-06-30,1987-06-30,84.56,94.62,96.26,109.05,110.34,96.28,103.38,118.87,111.27,105.41,82.3,66.63,105.68,109.79,135.15,89.34,81.63,96.84,90.22,122.26,74.7,77.77,87.51,140.02,86.34,112.9,86.72
1987-07-31,1987-07-31,84.93,94.84,96.34,111.05,113.67,95.18,103.23,118.52,111.48,105.03,80.02,66.97,105.92,109.57,129.56,91.26,83.73,96.56,93.04,123.09,74.36,79.11,89.12,141.33,85.87,112.63,87.73
1987-08-31,1987-08-31,84.74,95.12,96.2,110.53,116.89,94.19,102.26,118.52,110.91,104.29,78.79,67.01,105.3,109.44,131.34,91.79,85.82,96.41,91.56,122.92,74.62,78.93,90.16,141.23,86.18,112.02,87.5
1987-09-30,1987-09-30,85.49,94.43,95.93,110.09,115.31,94.1,102.74,119.17,110.81,104.06,79.41,66.06,105.14,110.35,134.67,90.49,85.97,96.89,96.42,124.14,74.14,77.78,91.91,141.36,85.86,112.98,85.99
1987-10-31,1987-10-31,83.9,94.06,95.32,110.52,114.28,94.46,103.03,119.43,110.66,103.92,81.07,66.2,105.05,110.97,133.9,90.47,88.46,96.9,98.58,123.63,74.17,77.62,93.78,141.41,85.91,113.85,85.63
1987-11-30,1987-11-30,78.61,94.55,95.73,109.18,111.88,95.8,105.31,119.12,110.68,105.87,81.08,64.27,105.94,110.86,137.89,88.02,80.74,98.18,94.37,121.25,73.8,76.95,92.93,140.93,88.5,116.47,83.2
1987-12-31,1987-12-31,79.62,94.65,95.83,109.05,113.55,95.99,105.94,119.06,111.14,106.07,81.64,63.31,106.15,111.15,142.91,86.84,75.96,98.05,96.02,119.19,74.13,76.31,92.65,140.15,89.38,116.94,81.22
1988-01-31,1988-01-31,80.12,94.54,95.33,110.7,112.86,96.2,105.4,121.1,111.14,105.82,80.62,63.01,106.41,111.3,143.06,88,88.46,97.07,98.41,121.85,74.78,75.68,92.39,140.75,88.99,115.3,80.43
1988-02-29,1988-02-29,81.34,94.34,94.98,112.73,112.96,96.39,103.83,120.94,110.28,105.07,79.66,64.08,105.52,110.8,141.39,91.86,94.45,96.48,99.98,123.16,75.35,77.05,92.6,142.18,87.93,114.7,80.69
1988-03-31,1988-03-31,82.83,94.31,94.66,114.16,110.56,95.84,103.49,121.55,109.66,104.65,81.57,63.47,104.82,110.36,142.29,94.25,97.11,96.64,98,124.23,75.33,75.91,93.56,142.67,86.94,117.94,79.39
1988-04-30,1988-04-30,84.1,94.03,94.43,114.93,109.25,94.95,102.47,122.25,109.42,104.09,82.68,63.58,103.87,109.45,144,94.37,99.35,96.15,96.5,125.3,75.15,75.29,93.74,143.7,86.33,121.27,78.54
1988-05-31,1988-05-31,87.72,93.39,94.16,115.03,110.38,95.24,101.57,123.07,109.31,103.61,82.36,63.58,102.93,109.12,144.21,95.43,101.06,95.77,99.4,126.41,75.09,75.08,93.28,144.3,84.84,121.79,78.58
1988-06-30,1988-06-30,92.67,93.38,93.68,117.43,112.2,95.29,100.11,122.92,109.21,102.78,83.38,65.04,102.6,108.76,142.04,98.15,103.41,94.63,101.33,126.59,75.13,75.23,93.03,143.92,84.39,119.24,79.73
1988-07-31,1988-07-31,94.59,94,93.19,119.82,114.74,93.85,98.2,121.5,108.58,101.57,82.03,66.87,102.31,108.15,137.55,101.36,105.83,93.7,99.01,125.08,75.47,76.76,93.25,144.32,83.38,118.31,81.81
1988-08-31,1988-08-31,96.37,93.87,92.78,118.31,116.8,93.11,96.89,121.3,107.51,100.54,81.43,67.47,100.82,107.97,137.6,102.57,106.76,93.13,96.29,123.33,75.85,77.01,94.3,143.36,81.97,119.8,82.61
1988-09-30,1988-09-30,95.36,93.37,93,117.33,115.69,93.68,97.47,122.6,107.52,101.02,82.93,68.13,101.34,107.99,137.24,102.78,106.72,93.71,91.63,123.63,75.91,76.77,94.19,144.33,81.74,118.35,82.94
1988-10-31,1988-10-31,95.88,93.1,92.94,118.83,113.93,93.3,97.85,122.64,107.3,101.02,84.04,66.35,101.59,108.77,141.74,101.39,106.35,93.72,90.36,123.18,76.18,75.6,94.88,145.52,81.57,119.53,80.94
1988-11-30,1988-11-30,98.52,92.76,92.93,116.6,113.24,94.04,98.94,123.05,107.41,101.56,83.62,65.22,101.76,110.01,144.62,101.92,106.65,94.09,90.46,121.99,76.74,75.92,95.25,144.87,82.83,120.73,78.85
1988-12-31,1988-12-31,99.72,92.33,92.83,118.47,112.83,93.32,98.92,124.03,106.85,101.2,83.9,65.44,101.04,110.8,142.97,103.95,108.62,93.39,89.9,122.64,77.19,76.66,97.04,144.85,82.13,121.89,78.46
1989-01-31,1989-01-31,102.54,91.98,92.15,119.8,115.99,91.81,97.24,124.51,105.69,100.46,82.92,66.9,100.45,110.44,139.75,106.12,110.65,91.04,89.32,123.74,77.99,77.81,100.07,146.1,80.44,121.96,79.9
1989-02-28,1989-02-28,101.31,91.82,92.01,120.65,117.63,91.49,96.81,124.37,105.46,100.14,81.68,68.28,99.61,111.04,138.44,107.51,110.59,90.77,88.8,123.87,78.54,78.59,99.8,146.2,80.37,121.39,80.3
1989-03-31,1989-03-31,97.73,91.82,92.06,120.46,119.08,91.82,97.09,126.51,106.02,99.98,82.87,68.6,99.69,110.96,136.29,109.63,110.15,90.98,89.99,124.39,78.66,78.37,100.43,146.22,79.43,119.75,81.24
1989-04-30,1989-04-30,96.76,91.39,92.06,120.64,122.15,91.98,96.99,130.15,106.24,99.95,82.77,69.38,99.89,110.93,135.91,110.41,109.69,90.77,89.37,124.37,78.66,77.94,100.25,147.31,77.56,119.88,81.28
1989-05-31,1989-05-31,95.08,91.2,91.5,121.82,131.34,91.63,95.4,130.03,105.57,98.96,82.35,70.96,98.98,111.55,131.51,114.16,110.15,90,91.09,124.12,78.4,79.45,98.84,147.5,76.23,118.55,83.19
1989-06-30,1989-06-30,95.79,91.21,91.77,122.27,131.8,91.59,95.45,130.89,105.42,99.1,82.91,72.66,99.57,112.48,127.12,116.31,110.52,90.04,88.89,124.54,78.5,81.09,97.1,148.31,78.69,115.08,84.75
1989-07-31,1989-07-31,94.74,92.57,92.35,122.9,129.69,92.29,97.58,130.42,106.18,99.47,82.25,71.31,101.88,113.3,127.65,113.87,109.11,90.66,88.64,124.26,78.65,79.69,100.96,147.73,79.22,116.14,82.99
1989-08-31,1989-08-31,96.24,92.52,92.26,124.58,131.99,92.21,96.82,129.85,106.11,98.68,82.16,71.87,101.14,113.72,127.06,114.93,108.88,90.36,92.2,123.51,79.63,79.99,100.89,148.25,78.93,115.45,83.32
1989-09-30,1989-09-30,98.54,91.51,92.27,123.98,135.97,92.1,96.42,130.13,105.86,98.28,84.48,73.08,100.56,113.57,124.8,116.43,108.6,90.43,92.81,124,79.24,79.61,101.55,149.01,78.59,115.09,84.12
1989-10-31,1989-10-31,97.51,92.16,92.77,123.96,134.5,93.52,98.51,130.41,106.97,99.87,84.41,71.77,102.95,113.27,126.28,114.1,107.58,91.31,90.76,123.45,78.94,79.04,101.24,149.24,79.05,113.55,82.68
1989-11-30,1989-11-30,99.44,92.1,93.16,124.72,129.76,95.23,100.33,129.41,107.59,100.9,84.36,72.34,103.88,114.47,123.14,114.54,106.68,91.97,90.77,123.19,79.21,79.75,101.85,148.55,79.74,111.73,82.99
1989-12-31,1989-12-31,99.13,92.97,94.35,124.78,126.86,96.87,103.58,129.99,108.64,102.94,85.58,71.87,105.81,114.96,121.32,112.76,108.31,93.12,90.85,122.92,79.42,80.69,102.08,147.56,80.16,110.09,81.83
1990-01-31,1990-01-31,97.72,93.63,94.75,123.2,126.4,96.15,105.02,131.6,109.44,103.45,84.81,71.49,107,115.38,118.48,112.58,110.74,92.93,91.37,122.99,80.66,81.4,102.36,150.4,81.02,111.3,81.42
1990-02-28,1990-02-28,94.87,93.63,94.77,120.62,125.38,96.38,105.4,132.06,109.31,103.35,83.64,71.6,106.45,116.39,117.21,111.72,111.4,92.86,90.15,122.94,81.87,82.14,102.75,149.97,81.7,113.81,81.52
1990-03-31,1990-03-31,96.63,93.42,95.27,122.99,127.11,96.98,105.52,131.42,109.82,102.8,85.19,73.6,107.18,117.13,112.14,113.57,112.31,93,90.76,123.48,81.84,82.56,103.47,155.33,81.91,110.71,83.03
